subject,firing_time,firing_rate,energy,entropy
CMU_a_0050642.1D,110.5985483800363,0.14883474576271183,235.99999999771046,3.01616641876456
CMU_a_0050646.1D,121.88604496661682,0.15752118644067792,235.99999999793948,3.04226042118512
CMU_a_0050647.1D,103.44223806456019,0.1593316831683168,201.99999999819607,3.059474943541979
CMU_a_0050649.1D,117.65131306940356,0.16021186440677962,235.99999999770375,3.080525522246388
CMU_a_0050653.1D,108.86359299180316,0.15673728813559318,232.45999999765888,3.0134708174349605
CMU_a_0050654.1D,126.51329916420808,0.15205508474576268,235.9999999984077,2.9580861786765626
CMU_a_0050656.1D,113.01373138099702,0.15991525423728808,235.99999999835893,3.062859548403004
CMU_a_0050659.1D,119.71741873032911,0.15665254237288131,235.99999999835262,2.982743883800253
CMU_a_0050660.1D,121.18911078717079,0.16152542372881354,235.99999999838764,3.0696509176948283
CMU_a_0050663.1D,128.44909614566168,0.15817796610169488,235.99999999795023,3.0456469270397957
CMU_a_0050664.1D,126.2444595668321,0.1559745762711864,235.99999999778854,3.002618300093329
CMU_a_0050665.1D,129.13219140325688,0.156864406779661,235.99999999810618,3.0428945552272855
CMU_a_0050666.1D,123.75709730102928,0.15980932203389828,235.9999999975348,3.047902191944569
CMU_a_0050668.1D,118.22882694741583,0.15440677966101693,235.9999999979999,3.040998929841741
CMU_b_0050643.1D,150.21101558517202,0.14613924050632907,306.51999999734414,2.8997953382556214
CMU_b_0050644.1D,164.55762458883027,0.1525316455696202,309.6799999956566,2.985179461377645
CMU_b_0050645.1D,152.4496859494137,0.15218354430379744,300.1999999971269,2.9078088590302955
CMU_b_0050648.1D,162.67783726622048,0.15148734177215187,309.67999999661487,2.9736044217820012
CMU_b_0050650.1D,183.15341677337403,0.1459177215189873,315.999999998323,2.954082268752972
CMU_b_0050651.1D,172.94893490405752,0.13935126582278476,297.03999999601126,2.817726621003723
CMU_b_0050652.1D,159.27460080453366,0.1505696202531645,308.0999999961799,2.957464363464001
CMU_b_0050655.1D,149.98642313019982,0.1451424050632911,300.1999999943788,2.854724056478925
CMU_b_0050657.1D,166.32515419275663,0.15129746835443034,312.83999999641867,2.9614726829969733
CMU_b_0050658.1D,156.46948370277752,0.14023734177215186,298.6199999949093,2.8142798058845115
CMU_b_0050661.1D,178.44061530015787,0.15636075949367084,314.41999999678507,3.047605719630263
CMU_b_0050667.1D,165.16919285563944,0.15587025316455694,314.419999994226,3.0206212546330575
CMU_b_0050669.1D,156.75964147637396,0.1549050632911392,314.41999999368596,3.0148578668437604
Caltech_0051456.1D,78.35638318792607,0.15863013698630135,145.2699999951683,3.0242513138992435
Caltech_0051457.1D,74.46938060381345,0.15763698630136982,145.26999999568415,3.025973985481571
Caltech_0051458.1D,71.2657652094292,0.15517123287671228,145.2699999889101,3.032681361969425
Caltech_0051459.1D,72.38931495050748,0.15938356164383558,145.99999999617646,3.062423881481438
Caltech_0051460.1D,75.95443791683503,0.1585616438356164,145.26999988029579,3.0305835248820694
Caltech_0051461.1D,78.08772512810589,0.16082191780821917,145.99999999869198,3.0820750316696537
Caltech_0051462.1D,72.09912461181779,0.1581506849315068,145.99999999817237,3.011073825457256
Caltech_0051463.1D,74.75224230782538,0.15979452054794518,145.99999999798342,3.0534773025461575
Caltech_0051464.1D,67.84582810612135,0.1452739726027397,137.2399963908162,2.8476786446564457
Caltech_0051465.1D,76.70406745082815,0.1613698630136986,145.9999999978943,3.0800338489465457
Caltech_0051466.1D,72.9919836546284,0.15041095890410955,140.15999884803975,2.930487699556826
Caltech_0051467.1D,71.29587802451154,0.1562671232876712,143.8099999852607,3.001813981674745
Caltech_0051468.1D,71.8597587421714,0.1520547945205479,143.8099999211239,2.985319067834732
Caltech_0051469.1D,40.797628871068106,0.09445205479452053,87.59999993117543,1.826519469696111
Caltech_0051470.1D,73.7442719863186,0.15623287671232874,145.26999999661103,3.041936491390893
Caltech_0051471.1D,70.19152632381298,0.1502397260273972,135.77999987407375,2.8569263781670804
Caltech_0051472.1D,74.27807386371795,0.16130136986301366,145.99999999695592,3.067294615266952
Caltech_0051473.1D,72.6792716218416,0.15674657534246572,144.5399999956152,3.0284946295691397
Caltech_0051474.1D,81.43070979274945,0.1573630136986301,145.99999999810396,3.050184438817285
Caltech_0051475.1D,70.2447019309997,0.15681506849315066,142.34999992333258,2.9782486467438165
Caltech_0051476.1D,68.75596545408612,0.15400684931506844,145.99999999796026,3.0399573051130444
Caltech_0051477.1D,81.24500329708299,0.16030821917808213,145.99999999822666,3.0665023365986293
Caltech_0051478.1D,29.84926876485315,0.0640753424657534,59.85999997573383,1.2562974444280024
Caltech_0051479.1D,75.86288595945867,0.15753424657534243,145.99999999766294,3.0529670822708797
Caltech_0051480.1D,70.40028301722072,0.1548630136986301,145.99999999741433,3.021845758553616
Caltech_0051481.1D,73.48926614936448,0.15058219178082188,145.99999999802236,3.010467172425225
Caltech_0051482.1D,74.44154340747286,0.15506849315068488,145.9999999899816,3.0376974901142195
Caltech_0051483.1D,73.74364937417735,0.15924657534246572,143.80999998055856,3.0263180481522527
Caltech_0051484.1D,77.43437189162876,0.15633561643835614,145.26999999769572,3.024209872089379
Caltech_0051485.1D,71.9304457499227,0.156472602739726,145.9999999942756,3.037245503705805
Caltech_0051486.1D,71.60258619191386,0.16037671232876707,145.99999998972095,3.0613120044309823
Caltech_0051487.1D,73.80905770977621,0.16020547945205477,145.99999999553214,3.0660028661288754
Caltech_0051488.1D,75.25009410656712,0.1552739726027397,145.99999999831695,3.021087925377369
Caltech_0051489.1D,75.79449083909351,0.16082191780821917,145.9999999928183,3.071821956316573
Caltech_0051490.1D,77.50592283108496,0.15863013698630135,145.26999999251234,3.0467497010967652
Caltech_0051491.1D,69.16442302670376,0.15688356164383557,145.99999999526202,3.0489867680612868
Caltech_0051492.1D,69.32844544912805,0.16119863013698627,145.99999999795946,3.064122542612166
Caltech_0051493.1D,69.49496576490566,0.15900684931506845,145.99999998651612,3.054299532463283
KKI_0050772.1D,72.82724987011008,0.15947368421052627,151.99999999869024,3.0371589421774363
KKI_0050773.1D,69.69844090283657,0.15707236842105257,151.99999999861964,3.0541390869193594
KKI_0050774.1D,74.05195603634215,0.15927631578947365,151.99999999810194,3.041162393805263
KKI_0050775.1D,72.48208265074335,0.1583223684210526,151.9999999988264,3.043221169609165
KKI_0050776.1D,78.82346342248566,0.16009868421052625,151.99999999873899,3.037990977070928
KKI_0050777.1D,74.8653961586507,0.1570723684210526,151.9999999985691,3.026491828361238
KKI_0050778.1D,75.7008787469811,0.16016447368421047,151.99999999880762,3.0508307706990525
KKI_0050779.1D,74.34928093950293,0.15917763157894732,151.99999999834327,3.040300347808411
KKI_0050780.1D,76.6955767542825,0.15552631578947365,151.99999999890008,3.0244814088068197
KKI_0050781.1D,70.96786354129814,0.15924342105263153,151.99999999894175,3.0519311827137146
KKI_0050782.1D,70.01801747334858,0.15687499999999996,151.99999999858994,3.0406692584372403
KKI_0050783.1D,76.38568438648,0.16240131578947367,151.99999999840554,3.046359868700283
KKI_0050784.1D,76.5824729169267,0.15819078947368417,151.99999999872188,3.051187287756513
KKI_0050785.1D,79.30289858294049,0.14934210526315786,151.99999999889644,2.9796233304289723
KKI_0050786.1D,74.61720658637289,0.15526315789473683,151.99999999864113,3.0251715116906763
KKI_0050787.1D,83.86146833341554,0.15789473684210523,151.9999999989935,3.049268418328091
KKI_0050788.1D,78.85180533373867,0.15924342105263153,151.9999999987167,3.0487810347104976
KKI_0050789.1D,72.26130943294577,0.15605263157894733,151.9999999987286,3.012083257681995
KKI_0050790.1D,77.51985003311653,0.15907894736842101,151.99999999816876,3.0483226224641338
KKI_0050791.1D,60.684581371315865,0.15911290322580643,123.99999999884207,3.0334470507727924
KKI_0050792.1D,54.35392157959635,0.15383064516129027,123.99999999900179,3.006148137136134
KKI_0050793.1D,62.18512887814165,0.15520161290322576,123.99999999867963,2.994921741917482
KKI_0050794.1D,59.21667797478056,0.1554838709677419,123.99999999899222,3.0067156177937244
KKI_0050795.1D,74.80863254561528,0.15450657894736838,151.9999999985813,3.023513703441756
KKI_0050796.1D,80.75471237718683,0.15131578947368418,151.999999999152,2.957335808402476
KKI_0050797.1D,69.242218260025,0.16440789473684206,151.9999999993548,3.075548396956549
KKI_0050798.1D,74.60035507521738,0.14470394736842102,151.99999999890005,2.8857386512283028
KKI_0050799.1D,75.97154925332904,0.15733552631578943,151.99999999849348,3.0400649697101825
KKI_0050800.1D,73.72613612093079,0.15667763157894732,151.9999999988777,3.022507392213539
KKI_0050801.1D,78.92334123942356,0.15200657894736838,151.99999999884875,3.009665071512474
KKI_0050802.1D,80.29191891867039,0.15815789473684208,151.99999999876488,3.046957009576736
KKI_0050803.1D,77.99410249989961,0.16003289473684204,151.99999999853438,3.0340052060532936
KKI_0050804.1D,77.77338862346325,0.15671052631578944,151.99999999881516,3.014910648041099
KKI_0050805.1D,75.59143222187788,0.15605263157894733,151.9999999989877,2.980139044097761
