FILE_ID,mean,std,energy,entropy
CMU_a_0050642,-0.009600055699152484,23.282406189981764,25585729.023380697,0.771307602187623
CMU_a_0050646,-0.22176444847457627,26.734626224393583,33738060.56871183,0.6565431668890325
CMU_a_0050647,-0.030936704504950528,27.466894803531588,30479023.196009424,0.5663307683115026
CMU_a_0050649,0.0066067035805085226,23.67376022975419,26453096.84544078,0.8043362033243926
CMU_a_0050653,0.16965805688559332,24.4858094222448,28300348.13456539,0.6759137082512479
CMU_a_0050654,0.4160685814194915,33.392526816399844,52639042.923725754,0.5685112741126169
CMU_a_0050656,0.5046570948305085,33.669189552885385,53518616.98556631,0.5598828892353268
CMU_a_0050659,-1.2453017590466107,32.06268136327922,48595529.958224915,0.6524304328949091
CMU_a_0050660,-0.01666671855932186,34.186030028946874,55161928.550603464,0.5111730109569975
CMU_a_0050663,-0.36618075137711814,26.274062495207602,32589733.16187238,0.7508529506027807
CMU_a_0050664,-0.03447595536016926,25.49931507003845,30690207.360258155,0.5421974359037612
CMU_a_0050665,0.10087679650423721,28.61624481218628,38652063.16277121,0.6656845204383539
CMU_a_0050666,-0.30102269690677963,21.562761631289884,21950043.94086474,0.9287790669498039
CMU_a_0050668,0.039717438644067654,28.71904360731085,38929854.03873578,0.5696346601408514
CMU_b_0050643,-0.1143076020569621,31.814330781733585,63968809.62886278,0.5154777032257464
CMU_b_0050644,-0.2254122112183545,21.386262440879754,28909135.613245506,0.7405190265051881
CMU_b_0050645,-0.15993417903481014,34.148081939932965,73698599.40025756,0.5223709304423866
CMU_b_0050648,-0.26365771128164545,25.236933983950777,40256652.66529731,0.7515576183252505
CMU_b_0050650,-0.04793230041139266,42.736073865285746,115426856.19763361,0.43331310661890843
CMU_b_0050651,-0.12361464748417716,23.29013975887028,34282580.283947065,0.50549308851858
CMU_b_0050652,-0.08287724696202531,23.84162969173183,35924787.05973031,0.7217803299832732
CMU_b_0050655,-0.15361781824367055,27.851153517853962,49024894.16481836,0.6287153698759776
CMU_b_0050657,0.15533732273734172,21.801649583601737,30041238.628599808,0.6469689636566187
CMU_b_0050658,-0.11991358343354419,17.061664902316224,18398454.63360581,0.8929935988869965
CMU_b_0050661,0.14328993354430364,26.285794524233562,43668894.82899785,0.6233790715761057
CMU_b_0050667,-0.330868035379747,23.215881121572643,34070273.74617479,0.781809596865807
CMU_b_0050669,0.06840045599683547,16.70724284440287,17641435.77972343,0.9105688998205144
Caltech_0051456,0.06759915705479459,17.259515712860487,8698547.206824565,0.7440052112029802
Caltech_0051457,0.01147884438356177,20.826543109762497,12665354.866266591,0.8552890117482677
Caltech_0051458,-0.011345314691780704,14.837970142757774,6428832.210867268,1.0344998481816465
Caltech_0051459,0.0541588393835615,22.486568304472012,14764941.668913804,0.6933657611367741
Caltech_0051460,-0.12229282061643841,14.602308908342957,6226677.524868474,0.9566167459448512
Caltech_0051461,0.0337996583904104,30.994402543702446,28051100.6385729,0.5856470372867293
Caltech_0051462,0.056771956198630416,21.74261515835555,13804140.479797408,0.7178972092906919
Caltech_0051463,-0.01472317636986301,18.006805545148683,9467961.671211416,0.95278911310851
Caltech_0051464,-0.029045869349315037,16.120758665679066,7588487.345692112,0.7434087210192795
Caltech_0051465,-0.04224855404109585,21.955311495849344,14075494.64434671,0.8542091872250388
Caltech_0051466,0.08347285647260283,14.93307638407671,6511709.149904767,1.2178464715884159
Caltech_0051467,0.0698819379452053,21.895478583134008,13998972.483396146,0.7075409470973733
Caltech_0051468,0.06860501808219176,18.452341151867056,9942413.138495062,0.8893191442940208
Caltech_0051469,-0.006763202054794521,9.265042741051834,2506559.031845044,0.8723604698536901
Caltech_0051470,-0.14536072006849307,16.66815414307587,8113175.974467264,0.8214003029591438
Caltech_0051471,0.04276117065068488,10.294195801110682,3094391.0347121498,1.2892641371906906
Caltech_0051472,-0.215810240239726,20.808785089703193,12645121.64030199,0.6975284454418132
Caltech_0051473,-0.17141118065068492,19.53493437114755,11143976.846194502,0.784881445565345
Caltech_0051474,0.12591626517123286,22.931976278950422,15356028.616154045,0.6470137554680404
Caltech_0051475,0.010332138527397245,18.667708452581152,10175716.612210767,0.7911223417829446
Caltech_0051476,0.12839167428082204,20.418402164496083,12174286.836095193,0.6648579586865195
Caltech_0051477,0.19383331722602734,26.9557417892125,21218167.933437668,0.6812802720835036
Caltech_0051478,0.014493658972602727,8.73803827789507,2229522.8719536075,0.7873316628798783
Caltech_0051479,0.21760325400684932,22.09932738940668,14262086.569417775,0.710629668146457
Caltech_0051480,0.0842516834931506,14.368270169181184,6028465.151221997,1.024024001290589
Caltech_0051481,0.08441279232876704,22.212750644591488,14407671.768174604,0.6585831152455442
Caltech_0051482,0.08728305236301358,20.103255766770385,11801136.51405816,0.8374832003869813
Caltech_0051483,0.0467768306849316,16.378453448472094,7833073.022721165,1.0510138607320898
Caltech_0051484,-0.17130069133561632,21.36231643552878,13326234.896620637,0.42689549677355615
Caltech_0051485,0.08921251171232873,22.353999927685468,14591510.731864875,0.7699319388004489
Caltech_0051486,0.05419680763698636,19.538132747421304,11146853.801654594,0.9331984343540193
Caltech_0051487,0.018546237123287526,20.4362176409021,12195068.594533503,0.5904569327187015
Caltech_0051488,-0.14503421777397257,22.809618756863035,15192752.488526683,0.5850089605426547
Caltech_0051489,-0.02022890900684955,25.452373971956188,18916453.50049851,0.43201663457711437
Caltech_0051490,-0.04018808633561645,15.164595088095906,6715023.530631025,1.0041404226237516
Caltech_0051491,-0.13990781791095894,16.67223228753962,8117100.786497984,0.9912881142391234
Caltech_0051492,0.05861827517123293,18.925585896088126,10458892.138281899,0.9399939793562205
Caltech_0051493,0.052265806369863034,15.319255950913387,6852724.170440033,0.9506284754618632
KKI_0050772,-0.04380572802631566,31.488334693597203,30142121.077821277,0.5563258227632971
KKI_0050773,-0.04083192240131573,27.726934581294007,23371050.883045834,0.8380326547362341
KKI_0050774,-0.08384102171052629,20.805376314016396,13159269.671696583,0.7993556805548322
KKI_0050775,-0.04440281296052669,31.084900116288708,29374698.800223112,0.6678856643471096
KKI_0050776,-0.04315076450657889,29.87587493096497,27134120.85232581,0.503926743315516
KKI_0050777,0.14115937141447377,25.831702175041652,20285821.602136973,0.7264301975413985
KKI_0050778,-0.0712482712171054,34.86683750616591,36957323.59352488,0.498583519134164
KKI_0050779,0.0029292437828949483,22.710847070799417,15679790.530912712,0.604449946979323
KKI_0050780,-0.43108503417763167,32.67582626053082,32464021.86589866,0.47662535129927025
KKI_0050781,-0.3556834839802632,35.02891344404161,37305399.14945244,0.6512765477034697
KKI_0050782,0.15221775539473692,26.54412798014071,21420262.574322853,0.7112353249573868
KKI_0050783,-0.03051508552631587,24.79820860978522,18694543.275316063,0.746073279326395
KKI_0050784,-0.041538763684210736,32.70723552807041,32520855.43326982,0.4359276229602208
KKI_0050785,0.19910493536184234,34.90272812786599,37034498.2357076,0.43695884558484566
KKI_0050786,0.05917143338815783,28.512513728256224,24714194.987020876,0.6782530988506813
